,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize
956,0,2,165,1,0,0,11,0,4
959,1,0,165,1,0,3,3,6,0
961,0,2,164,1,0,0,2,0,4
962,0,2,165,1,0,0,8,6,3
963,1,2,125,1,0,0,8,6,4
964,0,2,165,1,0,6,7,6,6
966,0,3,165,1,0,6,8,5,2
967,0,2,165,2,0,0,11,6,4
968,0,2,165,1,0,6,7,4,7
969,3,1,57,3,0,3,13,0,3
971,0,0,165,1,0,0,11,6,1
972,0,2,165,1,0,3,3,4,4
973,0,3,165,1,0,0,2,2,7
977,0,0,27,1,0,0,11,6,2
978,0,0,164,1,0,6,3,4,5
979,0,2,165,1,0,0,8,0,1
980,0,3,33,1,0,3,8,6,1
981,0,2,33,3,0,6,8,0,1
982,0,2,57,1,0,0,8,0,4
983,0,0,145,1,0,0,8,0,4
984,1,2,165,1,0,0,4,0,3
985,1,3,150,1,0,1,3,4,5
986,0,2,165,1,0,0,13,4,4
988,0,0,165,1,0,3,8,6,3
989,0,1,132,1,0,0,11,2,3
990,0,2,125,3,0,0,8,6,7
991,0,2,165,1,0,3,13,0,3
992,0,3,73,1,1,3,6,5,8
993,0,2,94,1,0,0,8,6,3
994,0,2,149,1,0,0,8,0,5
995,0,2,165,1,0,0,8,0,0
996,0,3,18,1,0,3,4,0,3
998,0,3,33,1,0,0,6,0,3
999,0,2,137,1,0,3,8,6,3
1002,0,2,149,1,0,6,8,6,4
1003,0,3,165,1,0,3,8,0,3
1004,0,2,165,1,0,6,8,0,3
1005,0,2,165,1,0,0,8,6,4
1006,0,2,165,1,0,6,8,0,3
1007,0,2,29,3,0,0,8,0,2
1010,1,3,101,1,0,0,6,0,0
1011,0,0,27,1,0,0,11,6,3
1014,0,2,165,1,0,6,5,0,5
1016,0,2,165,1,0,6,8,2,1
1018,1,3,127,1,0,1,13,4,5
1021,0,2,165,1,0,0,8,0,2
1022,0,2,165,1,0,0,8,6,3
1023,0,2,165,1,0,6,4,6,2
1024,0,2,165,1,0,0,8,3,8
1025,0,2,38,1,0,6,10,4,6
1026,0,2,131,1,0,0,8,6,0
1028,1,3,165,1,0,0,8,4,5
1029,0,0,165,1,0,6,4,0,3
1030,0,3,132,2,0,0,0,2,7
1032,0,3,165,1,0,0,8,2,3
1034,0,0,165,1,0,0,9,6,6
1036,0,2,165,1,0,0,8,2,6
1037,0,2,150,1,0,3,8,6,3
1038,0,3,165,1,0,0,4,6,2
1039,0,3,57,1,0,3,8,0,3
1040,0,1,24,0,0,0,7,0,1
1042,3,0,53,1,0,3,13,2,2
1043,0,3,165,1,0,0,8,0,4
1044,0,1,3,1,0,3,8,3,3
1045,0,2,53,1,0,3,8,6,6
1047,0,2,71,2,0,0,8,0,3
1049,0,0,114,1,0,0,12,0,4
1050,0,2,165,2,1,6,8,6,4
1053,0,3,150,1,0,6,11,2,4
1054,0,1,165,3,0,0,8,4,0
1055,0,2,165,1,0,6,8,0,2
1056,1,2,165,1,0,6,4,4,4
1057,0,2,164,1,0,0,8,0,4
1058,0,1,131,1,0,0,11,6,0
1059,0,2,165,1,0,0,8,6,1
1061,0,3,76,1,0,6,8,2,7
1062,0,1,165,1,0,0,8,0,1
1063,0,3,165,1,0,3,8,0,2
1064,0,3,164,1,0,0,8,0,0
1065,1,2,165,1,0,6,6,3,3
1067,0,2,165,1,0,3,4,0,0
1068,0,2,165,1,0,0,4,4,3
1069,0,3,165,1,0,0,9,6,4
1070,0,3,33,1,0,6,8,0,4
1071,0,0,57,1,0,6,8,6,4
1072,0,3,164,1,0,3,8,0,3
1073,0,2,52,1,0,0,8,0,4
1074,0,3,165,1,0,0,7,0,9
1075,0,2,159,1,0,3,12,6,4
1076,0,2,165,1,0,0,8,6,3
1077,0,2,119,3,1,0,8,0,1
1079,0,0,33,1,0,0,8,0,3
1081,0,0,52,3,1,0,8,0,3
1082,0,2,145,1,0,6,8,0,3
1083,0,2,165,1,0,0,7,6,2
1084,0,3,41,1,0,0,8,3,1
1086,0,0,57,1,0,3,8,0,2
1087,0,2,44,1,0,3,8,6,4
1090,0,0,27,1,0,0,8,0,1
1091,0,2,27,1,0,3,8,6,7
1092,0,0,165,2,0,0,8,0,9
1093,0,2,165,1,0,0,8,5,5
1094,0,2,52,1,0,0,7,6,3
1095,0,2,33,1,0,0,8,6,2
1096,0,2,165,1,0,0,7,0,4
1097,1,3,57,3,1,3,3,0,1
1098,0,2,27,2,0,0,11,6,3
1099,0,0,165,1,0,1,6,0,7
1101,0,2,165,1,0,0,8,4,3
1102,0,2,57,1,0,3,6,6,2
1104,0,2,165,1,0,0,8,0,2
1105,0,2,131,3,0,6,10,0,2
1108,1,2,159,1,0,3,13,1,3
1109,0,0,76,1,0,0,6,0,2
1111,0,2,149,1,0,0,8,0,4
1113,0,2,165,1,0,6,8,0,1
1114,0,2,111,1,0,0,6,6,9
1115,0,2,165,1,0,0,8,6,0
1116,0,3,165,1,0,6,8,4,6
1117,0,2,165,1,0,6,8,0,3
1118,0,2,165,1,0,0,8,6,6
1119,0,2,165,1,0,0,8,0,2
1121,0,2,165,1,0,0,8,0,2
1124,0,2,164,1,0,0,8,6,2
1125,0,1,57,1,0,3,8,0,3
1128,0,3,127,2,0,3,8,0,1
1129,0,2,165,1,0,3,8,6,3
1130,0,2,27,1,0,0,6,6,3
1132,0,1,38,1,0,0,8,2,8
1133,3,2,165,1,0,3,8,2,1
1135,0,2,165,1,0,6,9,4,1
1136,0,3,165,1,0,0,8,0,0
1137,0,3,165,1,0,0,6,0,2
1138,0,3,53,1,0,6,8,4,6
1139,0,3,101,3,0,6,8,6,5
1141,0,3,33,1,0,0,8,6,3
1142,0,0,165,1,0,6,8,0,6
1143,0,1,165,1,0,1,8,0,2
1144,0,2,36,1,0,0,11,6,3
1145,0,2,165,1,0,0,8,1,3
1146,0,2,165,1,0,0,8,0,3
1148,0,1,164,1,0,3,6,6,3
1149,0,2,165,1,0,0,6,0,4
1150,0,3,165,1,0,6,10,4,1
1152,1,2,52,1,0,1,13,0,0
1153,0,2,165,2,0,6,8,6,4
1154,0,3,79,1,0,0,3,5,7
1156,0,2,57,2,1,0,8,0,7
1157,0,2,165,1,0,0,11,3,2
1158,1,3,76,2,0,3,4,0,0
1159,0,3,165,3,0,6,8,2,3
1160,1,0,165,1,0,0,15,2,3
1161,0,0,165,1,0,0,7,0,6
1162,0,3,11,1,0,1,6,2,1
1163,0,2,165,1,0,0,7,2,9
1165,0,3,165,1,0,0,2,4,4
1167,0,2,101,1,0,0,7,6,4
1169,0,2,165,1,0,0,8,0,3
1171,1,3,77,1,0,0,8,3,0
1172,0,0,33,1,0,0,6,0,4
1173,0,2,33,1,0,3,6,6,4
1175,0,2,165,1,0,6,8,6,4
1176,0,2,165,1,0,0,8,6,4
1177,0,1,117,1,0,3,8,0,1
1178,0,2,141,1,0,0,6,6,3
1179,2,0,76,2,1,6,6,0,2
1180,0,3,115,1,0,0,4,2,0
1181,0,0,76,1,0,0,8,6,4
1183,0,3,165,1,0,4,8,0,3
1185,0,0,164,1,0,0,13,6,4
1186,0,2,164,1,0,0,8,4,6
1187,0,3,165,1,0,0,5,1,7
1188,0,2,149,1,0,3,6,6,4
1189,0,3,71,1,0,0,8,6,1
1190,0,1,165,1,0,0,8,1,2
1193,0,0,76,1,0,0,8,0,7
1194,0,2,122,3,0,6,7,2,8
1195,0,2,165,1,0,0,8,0,6
1196,0,2,165,1,0,0,8,0,7
1198,0,0,76,1,0,0,6,0,2
1199,0,0,165,1,0,3,13,0,0
1200,0,0,165,1,0,0,8,6,3
1202,0,2,165,1,0,0,8,0,0
1203,0,2,145,1,0,3,8,6,3
1204,0,0,76,3,1,0,8,6,2
1205,0,0,165,1,0,0,11,0,4
1206,0,2,165,1,0,3,6,2,3
1207,0,3,57,1,0,6,8,0,1
1209,0,2,165,1,0,0,5,6,4
1210,0,0,71,1,0,0,4,6,7
1211,0,1,164,1,0,0,8,0,4
1212,0,3,165,1,0,3,4,0,2
1214,0,0,164,1,0,0,8,0,4
1216,0,2,165,1,0,0,8,3,4
1217,0,2,57,1,0,3,8,6,3
1220,0,3,71,1,0,0,8,4,6
1221,0,2,33,2,0,6,7,6,4
1223,0,3,137,1,0,0,8,3,0
1224,0,0,165,1,0,0,8,0,2
1225,0,3,164,1,0,3,6,6,3
1228,0,0,76,1,0,0,8,0,3
1229,2,3,101,2,1,6,11,0,7
1233,0,2,33,1,0,0,2,6,5
1234,0,2,165,1,0,3,8,0,4
1235,0,3,76,1,0,0,8,0,7
1236,0,2,165,1,0,0,11,3,4
1237,0,2,165,1,1,6,10,0,4
1238,0,3,165,1,0,0,15,2,4
1239,0,0,131,2,0,3,11,0,6
1240,0,2,33,1,0,0,8,3,3
1241,0,0,165,1,0,3,8,0,8
1244,0,3,57,1,0,3,8,6,5
1248,0,2,165,1,0,0,8,0,7
1249,0,2,164,1,0,6,13,0,2
1252,2,2,165,2,1,6,8,6,4
1253,0,2,12,1,0,0,12,6,3
1254,0,3,165,1,0,6,8,3,0
1255,0,1,27,1,0,3,7,0,4
1256,0,2,57,1,0,0,8,0,6
1257,0,0,125,1,0,3,11,6,2
1258,0,3,11,1,0,0,8,6,0
1259,0,2,165,1,0,0,15,6,3
1260,0,0,165,1,0,0,9,6,1
1261,0,0,125,2,1,6,8,6,4
1262,0,1,76,2,0,0,8,0,6
1263,0,2,164,2,0,0,8,6,0
1264,0,0,165,1,0,0,2,6,7
1265,0,3,165,1,0,3,9,6,4
1269,0,2,33,1,0,6,1,0,4
1270,0,2,165,1,0,0,8,6,6
1271,0,0,165,1,0,6,1,0,6
1275,1,0,71,2,0,0,8,5,7
1276,0,2,76,1,0,0,8,0,4
1277,0,2,57,3,0,6,8,0,1
1279,0,3,165,2,1,6,8,1,7
1280,0,3,165,1,0,0,8,0,0
1281,0,3,164,1,0,0,7,4,0
1284,0,2,132,1,0,1,6,6,8
1285,0,3,165,1,0,0,6,0,2
1286,0,0,76,1,0,0,8,0,0
1287,0,2,165,1,0,0,14,2,7
1288,0,3,33,1,0,0,8,3,3
1290,2,2,117,1,1,6,6,6,7
1291,0,2,77,1,0,6,8,6,3
1292,2,0,73,1,0,6,8,2,8
1293,0,0,165,1,0,0,12,6,2
1294,0,0,57,1,0,0,11,6,4
1295,1,2,76,3,0,0,8,6,2
1297,0,0,165,1,0,0,8,4,2
1299,2,2,165,2,1,6,8,6,2
1301,1,2,119,2,0,0,7,4,3
1302,0,3,165,1,0,0,8,2,7
1303,0,2,33,1,0,1,13,0,4
1306,0,2,165,1,0,0,8,6,1
1307,3,2,150,1,0,0,6,6,4
1309,0,2,159,1,0,0,8,4,1
1311,2,2,165,2,1,6,12,6,0
1313,1,2,165,1,0,0,8,6,2
1315,0,1,164,1,0,3,8,6,3
1316,0,3,164,1,0,3,8,0,3
1318,0,3,29,1,0,3,4,0,3
1319,0,2,165,1,0,0,8,0,2
1321,0,2,57,1,0,3,4,6,7
1322,0,3,165,1,0,0,8,0,3
1323,0,1,165,1,0,0,3,0,4
1324,0,3,165,1,0,0,7,6,3
1326,0,3,165,1,0,0,8,4,2
1327,0,2,164,1,0,3,8,0,3
1328,1,2,165,1,0,0,13,0,2
1329,0,3,165,1,0,6,7,0,7
1330,0,3,165,1,0,3,3,0,2
1333,1,1,165,1,0,0,0,4,0
1335,2,2,33,2,0,6,8,6,5
1336,0,2,165,1,0,6,8,4,2
1337,0,3,149,1,0,3,8,6,6
1338,1,0,165,1,0,0,2,0,2
1339,0,3,165,1,0,3,12,0,2
1342,0,2,76,3,0,4,7,0,3
1343,0,1,75,1,0,6,8,0,5
1344,0,2,76,0,0,6,8,2,7
1346,1,2,165,1,0,0,8,6,2
1347,0,2,60,1,0,3,3,6,3
1348,3,0,149,1,0,3,6,0,6
1350,0,3,164,1,0,0,4,6,6
1351,0,2,165,1,0,0,6,6,4
1352,0,2,165,1,0,0,8,0,4
1353,0,2,164,1,0,0,6,0,0
1354,1,1,44,1,0,1,13,4,2
1356,0,2,149,1,0,0,7,6,4
1357,0,3,165,1,0,0,8,4,5
1358,0,3,125,2,0,6,8,6,4
1359,0,0,165,1,0,0,8,0,1
1360,0,2,76,1,0,0,8,0,0
1361,0,2,125,1,0,0,8,4,2
1363,0,1,76,1,0,0,6,0,4
1364,0,1,165,1,0,0,8,0,4
1365,0,2,110,1,0,0,8,6,3
1366,0,2,165,1,0,6,7,3,2
1368,0,3,98,1,0,6,10,0,3
1370,0,2,27,3,0,0,8,0,3
1372,1,2,161,2,1,0,11,1,1
1373,0,2,110,1,0,0,7,0,4
1374,2,2,40,2,1,0,8,6,0
1375,0,0,27,1,0,0,12,6,4
1377,0,2,27,1,0,6,11,0,5
1380,1,2,165,1,0,0,8,6,6
1381,0,3,164,1,0,0,8,2,4
1382,0,3,165,2,1,3,8,4,6
1383,0,2,9,1,0,6,8,6,5
1384,0,2,33,1,0,0,8,4,4
1386,0,2,101,1,0,0,13,0,7
1387,0,3,76,1,0,6,0,6,1
1388,0,3,165,1,0,3,4,6,5
1390,0,0,33,1,0,0,2,0,3
1391,0,2,162,1,0,3,8,0,2
1393,0,1,165,1,0,0,8,6,3
1394,0,0,131,3,0,6,8,6,7
1395,1,0,165,1,0,0,11,6,3
1397,0,2,33,1,0,0,11,3,0
1398,0,2,165,1,0,3,8,0,3
1400,0,2,165,1,0,0,7,1,2
1401,0,3,165,1,0,6,7,5,3
1402,0,0,57,2,1,0,13,6,3
1403,1,2,77,1,0,1,6,1,0
1404,0,2,165,1,0,0,3,5,6
1406,1,0,159,2,0,0,8,6,1
1407,1,3,159,2,0,6,7,0,1
1408,0,3,165,1,0,1,13,1,3
1409,0,0,164,1,0,6,11,0,2
1411,0,2,33,1,0,6,7,1,4
1412,2,2,165,3,0,6,8,6,4
1413,0,3,165,1,0,0,8,6,3
1414,0,1,77,1,0,1,8,0,5
1415,0,3,150,3,1,6,7,6,3
1416,0,3,110,1,1,0,4,0,3
1417,0,0,165,1,0,0,8,0,8
1418,0,0,122,1,0,0,8,3,5
1421,0,2,75,1,0,0,7,0,0
1424,0,1,165,1,0,0,8,2,4
1425,0,3,165,1,0,6,8,0,8
1426,0,0,165,1,0,3,6,0,2
1427,0,3,62,1,0,6,8,0,4
1429,0,3,165,1,0,6,4,6,1
1430,0,3,165,1,0,6,8,0,3
1431,0,2,165,1,0,0,8,0,0
1432,0,2,44,1,0,3,8,0,2
1433,0,2,145,3,0,3,8,6,6
1434,0,2,165,1,0,0,8,0,2
1435,0,1,33,1,0,0,8,6,7
1436,0,3,165,1,0,6,7,2,3
1437,0,2,165,1,0,0,8,4,3
1438,0,2,149,1,0,0,15,6,7
1439,0,3,101,1,0,0,8,0,3
1440,0,0,33,1,0,0,8,6,8
1441,0,2,150,1,0,3,0,6,0
1442,0,2,165,1,0,0,7,6,3
1443,0,3,165,1,0,0,8,0,4
1444,0,0,165,1,0,0,8,2,2
1445,1,2,33,1,0,0,3,6,2
1446,0,2,165,1,0,1,6,0,2
1447,2,2,165,2,1,6,8,4,8
1448,0,3,165,1,0,6,7,3,5
1450,0,2,53,1,0,0,7,0,1
1452,0,3,165,3,0,0,15,6,4
1454,0,3,42,1,0,1,8,0,3
1456,0,2,165,1,0,0,8,4,4
1457,0,0,127,1,0,0,8,6,4
1458,0,0,165,1,0,6,8,0,3
1459,0,2,33,1,0,0,8,0,2
1460,1,2,165,1,0,0,8,0,0
1461,0,2,165,1,0,3,6,0,6
1463,0,2,68,1,0,3,8,6,4
1464,0,3,91,1,0,3,8,0,6
1465,0,2,165,1,0,0,8,6,1
1466,0,2,117,1,0,0,7,0,4
1468,0,3,165,1,0,3,8,0,5
1469,0,2,165,1,0,0,8,0,4
1470,0,2,57,1,0,1,8,1,2
1471,0,2,11,1,0,3,8,3,4
1472,0,0,165,1,0,0,8,6,0
1475,0,3,76,3,0,0,8,0,4
1476,0,2,165,1,0,0,5,4,1
1477,0,3,145,1,0,6,8,5,0
1478,0,0,56,2,0,0,3,0,6
1480,0,2,165,1,0,6,10,4,0
1482,0,3,57,1,0,6,7,6,1
1484,0,0,165,1,0,0,8,4,4
1486,0,2,127,1,0,3,8,6,3
1488,3,3,165,1,0,6,8,6,0
1489,0,2,27,3,0,0,6,6,4
1490,0,2,71,1,0,0,4,4,2
1492,0,2,165,1,0,0,8,0,3
1494,0,3,165,1,0,0,8,0,2
1495,0,1,164,1,0,6,6,6,7
1496,0,2,10,1,0,3,8,4,7
1497,0,0,27,1,0,0,7,6,1
1500,2,3,165,1,0,0,15,0,3
1501,1,3,110,1,0,0,4,6,4
1502,0,1,23,1,0,4,7,6,4
1503,0,2,165,1,0,0,8,0,4
1504,0,0,76,1,0,0,8,0,4
1505,0,2,164,1,0,0,8,0,3
1507,1,2,165,1,0,0,9,6,4
1508,0,0,165,1,0,3,5,0,0
1509,3,0,137,1,0,3,8,6,1
1510,0,3,165,1,0,6,8,0,2
1512,0,3,94,3,0,6,8,5,4
1513,0,2,164,1,0,0,8,6,3
1515,0,0,9,1,0,6,7,6,1
1516,0,2,164,1,0,0,8,0,4
1517,0,0,150,1,0,3,8,6,2
1518,2,3,165,2,1,6,8,0,3
1519,0,3,165,1,0,0,2,0,3
1520,0,1,137,0,0,6,7,0,4
1521,0,2,165,1,0,6,15,0,3
1522,0,2,165,1,0,0,5,0,4
1523,0,3,164,1,0,0,6,1,7
1526,0,3,165,1,0,1,4,4,2
1527,0,2,33,1,0,0,8,0,6
1528,0,3,165,1,0,0,13,0,1
1529,0,3,165,1,0,6,0,2,7
1530,0,0,164,1,0,0,7,6,4
1531,1,2,68,1,0,3,13,6,6
1532,0,2,57,1,0,0,8,1,7
1534,0,2,29,1,0,6,6,4,3
1535,0,0,165,1,0,6,11,6,3
1537,0,2,165,1,0,0,8,0,1
1538,0,2,113,2,0,0,7,6,1
1539,0,3,11,1,0,0,11,0,4
1540,1,1,57,1,0,1,3,0,3
1541,0,0,132,1,0,3,6,6,0
1542,1,2,165,1,0,0,8,4,2
1543,0,2,165,1,0,3,8,6,0
1544,0,2,164,1,0,6,8,6,4
1545,0,2,165,1,0,1,8,0,2
1546,0,2,164,1,0,0,8,0,1
1547,0,1,24,3,0,6,0,6,3
1548,0,2,164,1,0,0,3,3,4
1549,0,2,165,1,0,0,6,0,0
1551,0,3,33,1,0,0,8,6,1
1554,0,0,41,1,0,4,8,2,1
1555,0,2,165,1,0,0,12,4,0
1556,0,0,76,1,0,6,8,4,2
1557,0,2,164,1,0,0,8,6,0
1559,0,3,164,1,0,0,8,0,3
1560,0,2,33,1,0,6,8,0,2
1561,0,2,149,1,1,6,4,0,2
1562,0,2,165,1,0,0,8,0,2
1564,0,0,149,1,0,3,13,0,5
1565,0,2,132,1,0,0,11,2,6
1566,0,0,33,1,0,4,8,6,4
1569,0,3,165,2,0,0,8,2,3
1570,0,1,33,1,0,3,8,0,0
1571,0,2,165,3,0,6,8,4,4
1572,0,0,165,2,0,0,11,4,0
1573,0,2,165,2,0,0,8,0,4
1575,0,0,164,1,0,3,13,0,2
1576,0,3,165,3,0,0,13,0,4
1580,0,1,165,1,0,3,2,4,4
1581,0,2,115,1,0,3,8,2,3
1582,0,3,68,1,0,6,8,6,4
1584,0,2,33,1,0,0,8,0,3
1585,2,2,12,3,1,0,11,1,5
1586,1,2,117,1,0,3,6,0,6
1587,0,3,33,2,0,3,3,4,9
1588,1,3,149,1,0,3,4,0,4
1589,0,3,18,3,0,6,4,6,8
1590,1,0,18,1,0,3,4,4,4
1591,0,1,125,3,0,0,8,6,5
1593,2,2,77,2,1,0,8,0,7
1594,0,3,76,2,0,0,8,1,6
1598,0,0,165,1,0,0,8,0,3
1599,0,1,125,1,0,0,8,6,3
1601,0,0,165,1,0,0,15,0,0
1602,0,3,71,1,0,0,11,6,7
1603,1,2,62,1,0,0,8,0,3
1605,0,2,165,2,1,6,8,6,8
1606,0,2,165,1,0,0,8,0,2
1608,0,1,71,2,0,0,8,0,4
1610,0,2,12,1,1,3,8,3,6
1611,0,2,165,1,0,0,8,2,2
1612,0,3,76,3,0,6,8,0,7
1614,0,0,143,1,0,6,7,3,4
1615,0,2,113,1,0,0,8,4,7
1616,0,0,165,1,0,6,2,2,4
1617,0,2,165,1,0,0,8,3,2
1618,0,2,164,1,0,3,8,0,2
1619,0,1,164,1,0,3,11,3,2
1620,0,0,165,1,0,0,8,0,9
1622,0,2,113,1,0,0,8,0,4
1627,0,0,165,1,0,0,3,6,1
1628,0,0,125,1,0,0,8,0,0
1629,0,1,165,1,0,0,8,6,3
1631,1,2,57,1,0,3,2,0,2
1634,0,0,57,1,0,3,8,4,4
1635,0,3,164,1,0,0,8,4,2
1638,0,0,164,1,0,0,8,0,6
1639,0,2,165,1,0,4,0,0,0
1640,0,3,165,1,0,3,8,6,0
1641,0,0,165,1,0,0,8,2,2
1643,1,2,110,1,1,3,4,0,4
1646,0,2,165,1,0,3,6,6,2
1647,0,0,165,1,0,6,0,0,3
1648,0,0,27,1,0,3,8,2,3
1650,0,3,165,1,0,0,15,6,1
1651,0,2,164,1,0,0,8,0,2
1652,0,0,11,1,0,3,2,2,6
1656,0,3,57,3,0,3,8,0,4
1657,1,2,125,3,0,0,8,0,3
1659,0,3,37,1,0,6,8,2,7
1662,0,2,164,1,0,0,8,0,4
1664,0,2,165,1,0,0,8,6,1
1665,0,3,71,2,0,0,8,0,3
1667,0,0,165,1,0,0,8,0,6
1668,0,2,164,1,0,1,8,4,3
1669,0,3,115,1,0,0,8,4,4
1670,0,2,164,1,0,6,4,0,4
1671,0,2,165,1,0,0,5,0,5
1673,0,2,165,1,0,6,4,0,3
1675,3,3,110,1,0,0,8,2,3
1678,0,2,159,1,0,3,8,6,0
1680,0,3,60,1,0,3,8,6,7
1681,0,3,71,0,0,0,8,6,7
1682,0,0,165,1,0,0,9,0,4
1683,0,3,150,1,0,1,8,6,2
1684,0,3,165,1,0,0,8,0,2
1685,0,2,33,1,0,0,8,0,2
1686,0,2,164,3,0,6,8,6,3
1688,0,0,164,1,0,0,8,0,6
1689,0,2,145,1,0,3,8,0,3
1690,0,0,33,1,0,6,7,0,4
1694,0,2,165,1,0,0,13,6,4
1695,0,2,165,1,0,0,8,0,8
1696,0,3,165,1,0,0,8,2,2
1697,0,3,110,1,0,3,8,0,0
1699,0,3,33,2,1,6,6,6,1
1700,0,0,53,1,0,3,8,0,7
1701,0,2,165,1,0,6,11,2,0
1702,1,2,165,1,0,6,11,0,1
1703,0,2,149,1,0,3,8,0,1
1704,0,2,165,1,0,0,8,0,2
1705,0,0,52,1,0,3,6,0,3
1706,0,0,164,1,0,0,8,6,7
1710,0,3,165,1,0,0,8,3,9
1712,0,0,164,1,0,0,5,2,7
1713,0,3,165,1,0,6,8,2,4
1715,0,2,110,1,0,1,4,4,3
1716,0,2,33,1,0,0,2,0,1
1717,0,3,125,1,0,3,8,0,2
1718,0,3,77,3,0,0,8,0,7
1720,1,3,165,1,0,6,8,6,4
1721,0,0,165,1,0,6,8,6,2
1722,0,3,113,1,1,0,8,4,4
1724,1,2,33,1,0,0,8,0,0
1726,0,1,165,1,0,0,12,0,2
1729,2,2,113,2,0,6,8,6,8
1730,0,2,33,1,0,0,11,0,4
1732,0,2,110,3,0,6,8,6,1
1734,1,2,165,2,0,0,13,6,1
1735,1,3,165,1,0,0,2,2,3
1737,0,3,165,1,0,6,8,0,3
1738,0,2,165,1,0,0,7,2,7
1740,0,3,125,1,0,3,5,2,7
1741,0,2,164,1,0,3,4,0,3
1743,0,0,165,1,0,0,8,6,3
1744,0,0,33,1,0,0,8,6,1
1746,0,0,50,1,0,6,8,6,3
1747,0,3,53,1,0,0,8,6,4
1748,0,3,164,1,0,3,8,6,0
1749,0,2,165,1,0,0,8,3,0
1750,0,3,165,1,0,6,4,0,1
1751,0,0,165,1,0,0,8,0,4
1752,0,2,53,1,0,3,8,6,3
1754,0,2,44,1,0,3,11,6,3
1756,0,3,165,1,0,0,8,0,2
1757,0,3,165,3,0,3,8,4,0
1758,0,2,165,1,0,0,12,6,3
1759,0,2,165,1,0,0,8,6,2
1763,0,2,57,1,0,3,8,0,4
1764,0,2,165,1,0,6,7,0,3
1765,0,0,165,1,0,3,4,0,2
1766,0,0,165,1,0,0,8,0,2
1770,0,3,11,1,0,3,3,0,4
1771,1,1,117,3,0,0,11,0,3
1772,1,2,12,1,1,3,6,6,2
1773,0,2,165,1,0,3,8,3,0
1774,0,2,132,1,0,4,11,0,2
1775,0,2,53,1,0,3,8,6,4
1776,0,0,165,1,0,3,8,2,0
1777,0,3,33,1,0,0,8,6,9
1778,0,2,33,1,0,0,8,0,5
1779,0,2,164,1,0,0,8,6,4
1782,0,3,159,2,0,3,8,0,3
1783,0,0,165,1,0,0,12,0,0
1784,0,2,165,1,0,0,8,0,2
1785,0,2,164,1,0,0,8,0,5
1786,0,3,164,1,0,0,13,4,5
1787,0,2,131,1,0,0,8,2,6
1788,0,2,33,1,0,3,8,6,4
1789,0,0,53,1,0,3,7,6,7
1790,0,2,165,1,0,0,7,0,6
1791,0,2,164,1,0,0,13,3,4
1792,0,3,33,1,0,0,6,6,3
1793,0,3,11,1,0,0,9,0,3
1794,0,2,125,1,0,6,8,6,1
1795,0,2,165,1,0,0,6,0,6
1796,0,2,87,1,0,6,8,5,1
1798,0,0,165,2,0,0,11,0,5
1801,2,2,165,2,1,0,6,6,3
1803,0,2,165,1,0,0,8,2,4
1805,0,2,145,3,0,6,7,0,8
1806,0,2,68,3,0,6,6,0,0
1807,0,2,76,1,0,3,2,0,3
1808,0,2,57,1,0,3,8,0,3
1809,2,0,33,2,1,6,8,0,2
1810,0,1,164,1,0,1,8,6,3
1812,0,2,165,1,0,0,8,4,0
1813,0,3,164,1,0,3,8,6,3
1814,2,2,164,2,1,6,8,5,0
1815,0,2,11,1,0,0,8,5,4
1816,0,0,165,1,0,0,8,0,3
1817,0,0,164,1,0,0,8,0,7
1818,0,2,60,1,0,0,8,6,4
1819,0,2,44,1,0,0,8,3,3
1820,3,2,33,1,0,0,8,6,3
1821,0,3,53,1,0,1,8,0,3
1822,0,2,57,1,0,3,13,0,3
1823,0,2,165,1,0,0,12,6,2
1824,0,3,125,3,0,6,8,6,4
1825,0,2,165,1,0,3,5,6,2
1826,0,0,165,1,0,3,6,0,1
1827,0,2,165,1,0,6,9,0,3
1828,0,2,33,1,0,0,8,2,7
1829,0,0,164,1,0,6,6,0,4
1830,2,2,33,2,0,6,8,6,6
1831,0,2,9,3,0,0,8,2,2
1832,0,2,165,1,0,3,14,3,2
1834,0,1,53,3,0,0,12,6,5
1835,1,2,33,3,0,3,5,0,0
1836,0,2,165,1,0,0,11,6,3
1837,0,2,165,1,0,6,8,0,3
1839,0,2,165,1,0,6,8,0,4
1840,0,3,149,1,0,0,8,6,4
1841,0,0,165,1,0,3,6,0,0
1842,0,1,76,1,0,0,8,6,3
1844,0,3,101,1,0,0,8,0,5
1845,0,0,18,1,0,3,8,6,2
1846,1,0,165,2,0,0,3,2,2
1847,0,0,165,1,0,3,8,4,2
1848,0,3,57,1,0,1,8,4,2
1849,0,3,150,1,0,3,6,6,4
1850,0,3,47,1,0,0,6,0,5
1851,0,0,77,1,0,6,13,0,2
1852,0,2,11,1,0,0,8,0,7
1853,0,2,117,1,0,0,7,0,3
1854,0,2,165,1,0,0,8,0,2
1855,0,0,11,1,0,0,4,6,4
1858,0,2,12,1,0,3,6,6,5
1859,0,2,165,1,0,0,6,0,0
1860,1,0,165,1,0,3,8,6,8
1862,0,2,164,1,0,6,8,6,3
1863,0,2,165,2,0,6,0,6,0
1864,0,1,164,1,0,3,13,6,2
1865,0,3,165,1,0,0,8,6,2
1866,0,0,149,1,0,0,6,6,2
